CASENUMBER,TYPEOFBUSINESS,TYPEOFCOMPLAINT,OPENDATE,CLOSEDATE,OUTCOME,LONGITUDE,LATITUDE
2021 026519-CC,Other (Describe in Comments),Face Covering,2/24/2021,2/24/2021,Closed due to Administrative Reasons,-88.448709,24.923983
2021 026267-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/24/2021,2/24/2021,No Violation(s) Found/Inspection Performed,-97.76248719,30.21639198
2021 025940-CC,Residential,Eviction,2/23/2021,3/4/2021,COVID-19/Education Provided,-97.76458699,30.18854872
2021 025888-CC,Residential,Eviction,2/23/2021,3/4/2021,COVID-19/Education Provided,-97.76458699,30.18854872
2021 025264-CC,Other (Describe in Comments),Face Covering,2/23/2021,2/23/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 025251-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/23/2021,2/23/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 025184-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/22/2021,2/23/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 025183-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/22/2021,2/23/2021,No Violation(s) Found/Inspection Performed,-97.70628175,30.22671478
2021 025170-CC,Construction Site,Face Covering,2/22/2021,2/22/2021,No Violation(s) Found/Inspection Performed,-97.76843063,30.23695973
2021 025167-CC,Restaurant,Face Covering,2/22/2021,2/22/2021,No Violation(s) Found/Inspection Performed,-97.74599818,30.26613055
2021 025162-CC,Restaurant,Face Covering,2/22/2021,2/23/2021,No Violation(s) Found/Inspection Performed,-97.68947869,30.41313626
2021 025161-CC,Restaurant,Over Occupancy,2/22/2021,2/23/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 024671-CC,Residential,Eviction,2/22/2021,2/22/2021,COVID-19/Education Provided,-97.83558451,30.18124892
2021 024473-CC,Apartment Common Area,Social Distancing,2/21/2021,2/23/2021,No Violation(s) Found/Inspection Performed,-97.74371448,30.28433474
2021 024451-CC,Restaurant,Face Covering Non-Compliance - Business,2/21/2021,2/22/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 024445-CC,Restaurant,Social Distancing,2/21/2021,2/22/2021,No Violation(s) Found/Inspection Performed,-97.78578831,30.17270997
2021 024441-CC,Other (Describe in Comments),Over Occupancy,2/21/2021,2/22/2021,No Violation(s) Found/Inspection Performed,-97.74224918,30.19831603
2021 024422-CC,Restaurant,Social Distancing,2/21/2021,2/21/2021,No Violation(s) Found/Inspection Performed,-97.72423382,30.23678016
2021 024393-CC,Restaurant,Face Covering Non-Compliance - Business,2/21/2021,2/22/2021,No Violation(s) Found/Inspection Performed,-97.74515322,30.30661405
2021 024363-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/21/2021,2/21/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 024353-CC,Other (Describe in Comments),Over Occupancy,2/21/2021,2/21/2021,No Violation(s) Found/Inspection Performed,-97.7452923,30.2842896
2021 024337-CC,Other (Describe in Comments),Over Occupancy,2/20/2021,2/21/2021,No Violation(s) Found/Inspection Performed,-97.72763048,30.27105058
2021 024318-CC,Apartment Common Area,Social Distancing,2/20/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.74916251,30.28349035
2021 024316-CC,Other (Describe in Comments),Face Covering,2/20/2021,2/20/2021,Closed/Duplicate Case,-97.71323755,30.27707392
2021 024315-CC,Other (Describe in Comments),Social Distancing,2/20/2021,2/20/2021,Closed/Duplicate Case,-97.71323755,30.27707392
2021 024299-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/20/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.69635988,30.269543
2021 024294-CC,Restaurant,Face Covering Non-Compliance - Business,2/20/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.71323755,30.27707392
2021 024293-CC,Restaurant,Social Distancing,2/20/2021,2/21/2021,No Violation(s) Found/Inspection Performed,-97.73244813,30.39160434
2021 024285-CC,Other (Describe in Comments),Social Distancing,2/20/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.71810815,30.29396631
2021 024284-CC,Other (Describe in Comments),Social Distancing,2/20/2021,2/20/2021,Referred to Appropriate Agency,-97.74917138,30.21876428
2021 024207-CC,Restaurant,Over Occupancy,2/19/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.74543073,30.26706979
2021 024199-CC,Other (Describe in Comments),Face Covering,2/19/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.69153833,30.36019776
2021 024194-CC,Restaurant,Face Covering Non-Compliance - Business,2/19/2021,2/21/2021,No Violation(s) Found/Inspection Performed,-97.73901973,30.25891742
2021 024185-CC,Restaurant,Over Occupancy,2/19/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.8932171,30.37020812
2021 024182-CC,Restaurant,Face Covering Non-Compliance - Business,2/19/2021,2/21/2021,No Violation(s) Found/Inspection Performed,-97.76159559,30.26451017
2021 023969-CC,Other (Describe in Comments),Social Distancing,2/19/2021,2/21/2021,No Violation(s) Found/Inspection Performed,-97.77048646,30.22456211
2021 023968-CC,Other (Describe in Comments),Face Covering,2/19/2021,2/19/2021,Closed/Duplicate Case,-97.77048646,30.22456211
2021 023966-CC,Apartment Common Area,Over Occupancy,2/19/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.7452923,30.2842896
2021 023965-CC,Other (Describe in Comments),Over Occupancy,2/19/2021,2/19/2021,Closed/Duplicate Case,-97.7452923,30.2842896
2021 023912-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/18/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.71994508,30.33715851
2021 023863-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/18/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.70856978,30.32062861
2021 023805-CC,Restaurant,Over Occupancy,2/17/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 023741-CC,Other (Describe in Comments),Over Occupancy,2/16/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.7373071,30.29990131
2021 023714-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/16/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.69398733,30.322337
2021 023644-CC,Other (Describe in Comments),Face Covering,2/15/2021,2/20/2021,Closed/Duplicate Case,-97.73901973,30.25891742
2021 023636-CC,Other (Describe in Comments),Over Occupancy,2/15/2021,2/20/2021,Cancelled,-97.74644742,30.28904901
2021 023617-CC,Other (Describe in Comments),Face Covering,2/15/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.7365477,30.295192
2021 023606-CC,Residential,Eviction,2/14/2021,2/22/2021,COVID-19/Education Provided,-97.76900239,30.24448218
2021 023587-CC,Restaurant,Face Covering,2/14/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.78045913,30.24539071
2021 023558-CC,Residential,Eviction,2/14/2021,3/4/2021,COVID-19/Education Provided,-97.64559844,30.40246834
2021 023538-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/13/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.73485888,30.31535484
2021 023535-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/13/2021,2/22/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 023534-CC,Other (Describe in Comments),Face Covering,2/13/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.79259466,30.23424434
2021 023533-CC,Other (Describe in Comments),Over Occupancy,2/13/2021,2/20/2021,Cancelled,-97.70635661,30.25998081
2021 023528-CC,Other (Describe in Comments),Over Occupancy,2/13/2021,2/15/2021,Closed/Duplicate Case,-97.73989739,30.30735003
2021 023522-CC,Other (Describe in Comments),Over Occupancy,2/13/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.73989739,30.30735003
2021 023520-CC,Restaurant,Over Occupancy,2/13/2021,2/21/2021,No Violation(s) Found/Inspection Performed,-97.69681387,30.3205029
2021 023519-CC,Other (Describe in Comments),Face Covering,2/13/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.83395679,30.14238349
2021 023471-CC,Restaurant,Face Covering,2/13/2021,2/13/2021,No Violation(s) Found/Inspection Performed,-97.77983781,30.2459005
2021 023446-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/12/2021,2/13/2021,No Violation(s) Found/Inspection Performed,-97.73941515,30.32769223
2021 023440-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/12/2021,2/13/2021,No Violation(s) Found/Inspection Performed,-97.65914585,30.39142822
2021 023422-CC,Restaurant,Social Distancing,2/12/2021,2/12/2021,No Violation(s) Found/Inspection Performed,-97.7365477,30.295192
2021 023106-CC,Residential,Eviction,2/12/2021,2/22/2021,COVID-19/Education Provided,-97.73015437,30.41329763
2021 023015-CC,Residential,Eviction,2/12/2021,3/16/2021,COVID-19/Education Provided,-97.7009247,30.35127602
2021 022980-CC,Apartment Common Area,Social Distancing,2/12/2021,2/12/2021,Referred to Appropriate Agency,-88.448709,24.923983
2021 022979-CC,Other (Describe in Comments),Face Covering,2/12/2021,2/12/2021,No Violation(s) Found/Inspection Performed,-97.69055867,30.37381396
2021 022963-CC,Restaurant,Over Occupancy,2/11/2021,2/20/2021,No Violation(s) Found/Inspection Performed,-97.73927016,30.2668132
2021 022947-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/11/2021,2/12/2021,No Violation(s) Found/Inspection Performed,-97.73989739,30.30735003
2021 022864-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/11/2021,2/12/2021,No Violation(s) Found/Inspection Performed,-97.73027993,30.35537643
2021 022751-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/11/2021,2/11/2021,No Violation(s) Found/Inspection Performed,-97.76159559,30.26451017
2021 022542-CC,Other (Describe in Comments),Over Occupancy,2/11/2021,2/11/2021,No Violation(s) Found/Inspection Performed,-97.79951708,30.21515488
2021 022472-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/11/2021,2/11/2021,No Violation(s) Found/Inspection Performed,-97.70937547,30.32257882
2021 022466-CC,Residential,Eviction,2/11/2021,3/8/2021,COVID-19/Education Provided,-97.73015437,30.41329763
2021 022413-CC,Apartment Common Area,Social Distancing,2/11/2021,2/11/2021,Referred to Appropriate Agency,-97.65120694,30.38979014
2021 022347-CC,Restaurant,Face Covering Non-Compliance - Business,2/10/2021,2/10/2021,No Violation(s) Found/Inspection Performed,-97.74599818,30.26613055
2021 022301-CC,Other (Describe in Comments),Face Covering,2/10/2021,2/10/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 022075-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/10/2021,,,-97.78990811,30.45445148
2021 021939-CC,Residential,Eviction,2/10/2021,2/10/2021,COVID-19/Education Provided,-88.448709,24.923983
2021 021868-CC,Apartment Common Area,Face Covering Non-Compliance - Business,2/10/2021,2/10/2021,No Violation(s) Found/Inspection Performed,-97.73436572,30.43851278
2021 021798-CC,Other (Describe in Comments),Social Distancing,2/10/2021,2/10/2021,Referred to Appropriate Agency,-88.448709,24.923983
2021 021777-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/10/2021,2/10/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 021684-CC,Apartment Common Area,Over Occupancy,2/9/2021,2/10/2021,Referred to Appropriate Agency,-97.65120694,30.38979014
2021 021666-CC,Other (Describe in Comments),Social Distancing,2/9/2021,2/9/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 021637-CC,Construction Site,Social Distancing,2/9/2021,2/9/2021,No Violation(s) Found/Inspection Performed,-97.73334897,30.32723107
2021 021599-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/9/2021,2/9/2021,No Violation(s) Found/Inspection Performed,-97.70909816,30.25149185
2021 021428-CC,Apartment Common Area,Face Covering Non-Compliance - Business,2/9/2021,2/9/2021,No Violation(s) Found/Inspection Performed,-97.73436572,30.43851278
2021 021360-CC,Other (Describe in Comments),Social Distancing,2/9/2021,2/9/2021,No Violation(s) Found/Inspection Performed,-97.76254091,30.25571215
2021 021261-CC,Residential,Eviction,2/9/2021,3/16/2021,COVID-19/Education Provided,-97.69244487,30.22480951
2021 021234-CC,Construction Site,Social Distancing,2/9/2021,2/9/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 021179-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/9/2021,2/9/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 021060-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/9/2021,2/9/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 021045-CC,Apartment Common Area,Face Covering Non-Compliance - Business,2/9/2021,2/9/2021,No Violation(s) Found/Inspection Performed,-97.73436572,30.43851278
2021 021005-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/9/2021,2/9/2021,No Violation(s) Found/Inspection Performed,-97.66137006,30.33730011
2021 020962-CC,Other (Describe in Comments),Face Covering,2/9/2021,2/9/2021,No Violation(s) Found/Inspection Performed,-97.78593401,30.24140697
2021 020939-CC,Apartment Common Area,Over Occupancy,2/8/2021,2/9/2021,Closed/Duplicate Case,-97.65120694,30.38979014
2021 020938-CC,Apartment Common Area,Over Occupancy,2/8/2021,2/9/2021,No Violation(s) Found/Inspection Performed,-97.65120694,30.38979014
2021 020935-CC,Other (Describe in Comments),Face Covering,2/8/2021,2/9/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 020934-CC,Other (Describe in Comments),Face Covering,2/8/2021,2/9/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 020919-CC,Residential,Eviction,2/8/2021,2/9/2021,COVID-19/Education Provided,-97.60168145,30.37779758
2021 020909-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/8/2021,2/8/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 020906-CC,Apartment Common Area,Over Occupancy,2/8/2021,2/8/2021,No Violation(s) Found/Inspection Performed,-97.65120694,30.38979014
2021 020852-CC,Other (Describe in Comments),Face Covering,2/8/2021,2/8/2021,Referred to Appropriate Agency,-97.5829709,30.24480814
2021 020577-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,2/8/2021,2/8/2021,No Violation(s) Found/Inspection Performed,-97.69435676,30.38289965
2021 020186-CC,Other (Describe in Comments),Social Distancing,2/7/2021,2/8/2021,Closed/Duplicate Case,-97.71752264,30.30223843
2021 020183-CC,Restaurant,Over Occupancy,2/7/2021,2/8/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 020181-CC,Apartment Common Area,Social Distancing,2/7/2021,2/7/2021,Referred to Appropriate Agency,-97.65120694,30.38979014
2021 020179-CC,Apartment Common Area,Over Occupancy,2/7/2021,2/7/2021,Referred to Appropriate Agency,-97.66730599,30.37852002
2021 020178-CC,Other (Describe in Comments),Social Distancing,2/7/2021,2/7/2021,Referred to Appropriate Agency,-97.7222622,30.32127126
2021 020172-CC,Other (Describe in Comments),Social Distancing,2/7/2021,2/7/2021,No Violation(s) Found/Inspection Performed,-97.71752264,30.30223843
2021 020170-CC,Other (Describe in Comments),Social Distancing,2/7/2021,2/7/2021,No Violation(s) Found/Inspection Performed,-97.73691089,30.41136679
2021 020167-CC,Apartment Common Area,Over Occupancy,2/7/2021,2/8/2021,No Violation(s) Found/Inspection Performed,-97.72639342,30.2548739
2021 020161-CC,Other (Describe in Comments),Face Covering,2/7/2021,2/7/2021,No Violation(s) Found/Inspection Performed,-97.79137446,30.2352058
2021 020151-CC,Residential,Eviction,2/7/2021,2/8/2021,COVID-19/Education Provided,-97.70468931,30.39006887
2021 020146-CC,Restaurant,Face Covering Non-Compliance - Business,2/7/2021,2/7/2021,COVID-19/Education Provided,-97.7618999,30.26209599
2021 020115-CC,Other (Describe in Comments),Over Occupancy,2/7/2021,2/7/2021,No Violation(s) Found/Inspection Performed,-97.7467954,30.28949504
2021 020114-CC,Apartment Common Area,Over Occupancy,2/6/2021,2/7/2021,No Violation(s) Found/Inspection Performed,-97.71329899,30.23653756
2021 020105-CC,Restaurant,Over Occupancy,2/6/2021,2/6/2021,No Violation(s) Found/Inspection Performed,-97.75741003,30.24534021
2021 020103-CC,Other (Describe in Comments),Over Occupancy,2/6/2021,2/6/2021,Referred to Appropriate Agency,-97.78100641,30.203968
